300 5.49 7.69 4.56 6.46 6.01 5.64 4.23 4.12 4.92 4.29
310 5.83 7.52 4.37 6.3 6.11 5.44 3.58 5.25 5.13 4.29
320 7.88 6.2 4.37 6.3 7.76 6.11 4.53 7.13 5.4 4.18
330 7.02 7.02 4.48 5.72 8.76 6.28 7.09 6.13 5.73 4.27
340 7.53 5.69 3.74 5.58 6.78 6.75 6.19 6.29 6.85 3.86
350 7.56 6.59 4.57 5.13 6.85 6.71 5.94 6.08 6.58 4.43
360 6.97 5.21 4.18 5.19 5.7 5.95 5.6 5.13 6.3 3.92
370 6.42 4.75 4.5 6.65 6.63 5.78 5.59 5.59 7.23 4.34
380 6.02 5.1 4.16 6.85 6.56 4.81 5.39 4.91 6.06 7.41
390 5.73 5.17 4.19 6 5.1 4.9 5.08 5.83 5.97 6.87
400 6.17 4.56 3.88 5.87 5.33 4.55 5.04 4.42 5.83 6.74
410 5.79 6.1 4.65 5.21 6.02 5.43 4.44 4.48 6.13 6.56
420 5.86 8.66 4.37 5.15 5.38 5.49 5.25 4.06 5.78 7.09
430 5.82 6.77 6.58 4.83 5.13 4.53 4.15 4.13 5.85 7.37
440 5.21 7.44 7.76 4.57 5.34 4.71 4.59 4.4 5.24 7.25
450 8.11 6.35 7.16 5.11 7.48 4.86 5.26 4.05 5.31 6.92
460 9.1 5.86 6.74 4.45 6.66 3.95 8.46 4.01 6.59 5.96
470 9.42 6.75 5.83 4.35 6.89 4.04 7.37 4.76 8.65 6.05
480 8.56 7.38 6.85 4.42 6 4.83 5.92 4.09 7.8 9.84
490 5.84 6.37 6.03 3.93 5.97 4.68 5.48 4.38 8.01 8.65
500 6.06 6.54 5.7 3.82 8.09 3.79 6.12 4.4 6.58 8.33
510 6.13 6.9 5.82 3.85 7.59 4.3 5.11 4.04 7.28 7.36
520 5.71 6.27 5.89 3.74 7.6 3.96 5.8 3.63 6.23 7.59
530 6.52 5.49 4.81 4.21 6.32 3.6 5.16 3.91 5.71 6.06
540 5.26 5.38 5.56 3.58 6.94 3.55 4.62 4.1 6.72 5.53
550 5.79 4.9 5.58 3.26 6.01 3.86 5.69 3.96 5.82 4.72
560 5.11 5.32 5.48 3.8 5.34 3.47 7.09 3.74 6.52 5.37
570 6.79 5.26 5.09 4.93 6 4.2 8.19 3.95 5.56 5.31
580 7.32 4.7 4.56 6.3 4.96 4.38 6.6 3.76 5.05 5.28
590 7.14 5.31 5.1 5.36 5.38 3.7 6.41 4.08 4.87 4.32
600 7.28 5.88 5.34 5.16 4.96 3.92 6.17 4.04 5.48 5.11
610 5.96 6.52 7.82 4.72 6.06 3.23 6.39 5.11 5.36 4.43
620 6.04 5.51 7.6 4.9 8.23 3.76 6.14 5.58 5.85 5
630 7.15 5.6 7.01 4.58 7.89 3.91 4.9 4.99 5.31 4.18
640 5.27 6.06 6.51 4.69 7.57 3.62 5.28 5.82 7.91 4.13
650 5.42 5.65 7.55 4.62 6.66 4.73 4.7 5.27 7.43 3.91
660 5.33 5.27 8.69 4.4 6.09 6.16 4.26 4.62 7.95 4.08
670 5.07 6.92 8.77 4.93 7.13 6.27 4.86 4.56 7.3 4.32
680 5.32 7.03 7.97 6.39 5.97 5.43 4.39 4.67 6.12 3.93
690 5.26 7.95 8.11 5.85 5.94 5.95 5.13 4.4 6.72 4.35
700 5.77 6.2 7.3 6.69 6.07 4.55 6.12 4.36 6.41 4.32
710 8.01 6.61 6.16 6.11 5.46 4.98 7.65 4.12 6.46 4.52
720 7.77 6.31 6.15 4.94 5.02 5.59 5.76 5.11 6.21 5.4
730 6.96 5.54 5.99 5.28 5.58 5.04 5.98 6.15 5.5 6.29
740 5.85 5.83 5.32 4.61 5.59 4.28 5.25 6.37 6.22 5.55
750 6.87 5.57 5.36 4.47 5.01 4.82 6 4.91 5.81 6.33
760 6.3 5.04 6.56 4.77 5.18 6.11 5.9 5.17 5.09 5.3
770 6.05 5.11 8.1 3.75 4.74 6.46 5.26 4.86 5.43 5.59
780 5.97 6.36 7.69 4.39 6.38 7.08 4.71 4.8 4.9 5.17
790 6.1 7.64 7.96 4.18 6.88 5.81 4.74 4.88 4.89 4.34
800 5.18 7.72 7.32 4.03 6.21 6.1 4.64 4.91 6.85 5.25
810 5.37 7.77 7.52 3.67 6.12 5.84 4.47 4.74 7.43 5.19
820 5.6 6.95 5.96 3.57 5.58 5.35 3.92 3.98 7.88 4.82
830 5.33 6.87 6.19 3.51 5.54 4.92 4.98 4.23 6.66 4.69
840 6.55 6.43 5.95 3.98 5.08 4.78 5.38 5.59 7.74 4.64
850 7.86 6.06 5.32 3.88 5.01 4.96 6.35 5.14 7.07 4.15
860 7.29 5.2 5.62 3.92 4.79 4.68 6.51 5.04 7.05 4.16
870 5.91 5.75 5.29 3.64 4.41 4.17 6 5.5 6.2 4.19
880 6.79 5.65 5.13 3.83 5.09 4.46 5.46 4.56 7.5 4.07
890 6.48 4.81 4.59 5.6 4.83 5.41 5.53 4.63 5.21 3.97
900 6.63 5 5.3 6.05 4.39 6.73 5.2 4.74 5.73 3.93
910 5.24 4.86 4.5 5.71 4.64 7.4 4.98 4.14 5.29 4.23
920 5.52 4.6 4.41 5.47 4.7 5.73 4.33 4.86 5.84 3.75
930 5.2 4.71 4.66 5.54 4.54 5.37 5.2 5.19 6.85 5.39
940 5.64 6.31 3.87 5.14 5.01 4.87 4.22 5.33 7.08 6.49
950 5.62 7.77 4.87 4.57 4.58 5.03 4.42 4.44 6.98 6.34
960 5.48 7.48 4.44 4.49 4.29 4.43 4.89 4.35 6.29 5.99
970 4.46 7.03 4.88 4.73 3.98 4.68 4.38 4.47 6.31 6.07
980 5.48 6.96 4.48 4.66 3.95 4.64 4.1 4.59 6.57 5.25
990 4.76 6.61 4.22 6.15 4.69 4.51 4.48 4.6 5.3 4.35
1000 5.09 6.56 5.04 6.89 4.63 4.98 4.77 3.82 5.43 4.71
1010 5.07 5.97 6.05 6.15 4.54 4.52 3.91 3.99 5.27 4.84
1020 4.59 5.54 6.66 6.04 4.6 4.13 4.3 4.22 5.33 4.6
1030 5.11 5.26 5.39 5.21 5.47 4.55 3.93 3.95 5.31 4.46
1040 4.75 5.67 5.71 5.04 5.68 4.68 5.18 4.86 5.34 4.74
1050 7.33 4.73 5.99 4.23 6.19 6.47 7.12 4.15 5.52 4.14
1060 9.45 4.15 5.15 4.42 4.92 8.47 7.53 4.63 5.5 4.83
1070 7.84 5.93 6.95 4.37 5.37 8.04 6.74 3.97 4.97 7.65
1080 7.45 6.89 6.97 4.4 6.08 8.06 5.78 4.23 5.71 6.98
1090 7.41 6.47 8.3 4.04 5.18 6.77 6.99 4.79 6.94 6.49
1100 6.92 6.1 6.62 3.97 4.81 6.85 6.46 4.17 8.11 5.95
1110 6.87 6.02 6.78 4.36 4.36 6.49 5.42 5.7 6.78 5.46
1120 6.03 5.65 7.22 4.23 4.74 6.14 5.36 6.74 6.9 5.41
1130 6.17 5.76 7.73 3.75 4.78 6.4 5.16 6 7.1 5.08
1140 5.17 5.37 9.75 3.33 4.61 5.12 5.17 5.28 7.37 5.6
1150 5.91 4.55 8.05 3.65 4.22 5.15 4.28 5.17 5.67 4.85
1160 7.54 5 6.91 3.89 4.88 5 4.44 5.2 5.08 5.18
1170 8.7 4.6 6.42 5.38 5.61 6.47 4.71 5.01 5 4.77
1180 9.28 4.31 6.58 6.27 4.48 6.62 4.21 5.07 6.05 3.86
1190 7.68 4.37 7.03 4.76 4.14 6.57 4.52 4.63 7.1 4.25
1200 8.26 4.51 6.19 4.73 4.71 6.26 4.36 4.92 7.46 4.44
1210 6.38 6.29 6.05 4.82 4.16 4.99 4.18 3.98 7.47 6.3
1220 6.14 6.21 5.52 4.3 6.34 6.26 4.21 4.53 8.11 5.93
1230 7.24 6.34 6.31 4.49 7.4 5.97 4.01 4.4 7.67 5.84
1240 7.06 5.81 4.83 3.99 5.81 5.72 3.98 3.91 5.94 5.46
1250 6.4 5.73 5.21 4.21 7.37 5.01 4.41 4.08 6.24 6.17
1260 6.83 5.11 4.74 4.9 6.22 4.4 4.89 4.11 6.36 5.26
1270 8.59 4.27 4.61 6.81 5.73 5.07 6 4.66 5.08 5.27
1280 9.39 4.85 5.13 8.06 6 4.16 5.89 3.72 5.89 4.73
1290 8.34 4.6 7.91 7.15 5.23 4.43 5.16 4.2 5.3 4.98
1300 7.83 4.67 7.73 7.25 4.8 4.34 5.2 3.45 5.23 5.11
1310 7.79 4.35 7.46 5.74 5 4.93 5.52 3.55 4.92 5.88
1320 7 4.72 6.91 5.62 4.61 5.05 6.43 4.15 5.38 6.44
1330 7.5 4.22 7.87 5.37 4.45 6.83 7 4.22 5.15 6.41
1340 8.17 4.68 8.53 5.48 4.84 8.43 6.74 4.66 4.62 7.13
1350 12.67 7.04 8.03 5.01 4.39 7 6.39 3.83 5.13 5.75
1360 9.58 6.62 7.24 4.53 4.24 7.44 6.73 3.76 5.64 6.02
1370 9.61 6.58 7 5.21 4.5 7.02 5.69 3.63 5.89 5.65
1380 9.17 5.8 6.43 4.29 4.64 6.42 5.71 3.56 6.46 4.75
1390 7.1 5.75 6.23 4.97 4.24 7.41 5.65 3.9 6.62 4.86
1400 7.92 4.93 6.38 5.36 4.58 7.77 5.53 3.8 6.03 5.03
1410 6.89 5.31 6.67 4.92 4.47 7.08 5.12 3.87 6.89 4.99
1420 7.7 5.01 8.8 5.01 6.3 7.72 4.57 5.41 5.64 4.79
1430 6.31 4.71 7.8 5.02 5.91 7.21 4.1 5.93 6.36 5.13
1440 6.33 5.14 7.32 4.33 5.13 6.67 4.59 6.18 6.14 5.55
